,_id,Customer ID,username,Customer Names,Email IDs,Country,adults,children,Total People,Reserved Room_Type,check_in,check_out,Meals,reservation_status,reservation_status_date,Price
67,68,69,cooksandra,Frank Perry,frank.perry@example.com,Portugal,2,0,2,Standard Room,2015-07-09,2015-07-16,Bed & Breakfast,Check-Out,2015-07-14,150
68,69,70,kelli53,Wesley Jones,wesley.jones@example.com,Portugal,2,0,2,Standard Room,2015-07-10,2015-07-17,Bed & Breakfast,Canceled,2015-06-30,150
69,70,71,jennifernguyen,Nicholas Rodriguez,nicholas.rodriguez@example.com,Portugal,2,0,2,Standard Room,2015-07-10,2015-07-17,Bed & Breakfast,Canceled,2015-07-01,150
70,71,72,hrodriguez,Rebecca Lewis,rebecca.lewis@example.com,Portugal,2,0,2,Standard Room,2015-07-10,2015-07-17,Bed & Breakfast,Canceled,2015-07-10,150
72,73,74,tgentry,Savannah Barr,savannah.barr@example.com,Portugal,2,2,4,Standard Room,2015-07-10,2015-07-17,Bed & Breakfast,Check-Out,2015-07-15,200
73,74,75,scottcampbell,Todd Flores,todd.flores@example.com,Portugal,2,0,2,Standard Room,2015-07-10,2015-07-17,Bed & Breakfast,Canceled,2015-06-01,150
74,75,76,connorarnold,Ryan Pierce,ryan.pierce@example.com,Portugal,2,0,2,Standard Room,2015-07-10,2015-07-17,Bed & Breakfast,Canceled,2015-06-01,150
76,77,78,qgray,Tyler Marshall,tyler.marshall@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Bed & Breakfast,Check-Out,2015-07-12,150
79,80,81,jessica10,Dr. Evan Sanchez,dr..evan.sanchez@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Bed & Breakfast,Canceled,2015-06-27,150
80,81,82,bowen,Stephen Waller,stephen.waller@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Check-Out,2015-07-14,190
81,82,83,gregoryjohn,Nathan Lopez,nathan.lopez@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Check-Out,2015-07-14,190
82,83,84,andrew08,Margaret Long,margaret.long@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Bed & Breakfast,Canceled,2015-06-12,150
83,84,85,robert42,Allen Mcdonald,allen.mcdonald@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Bed & Breakfast,Canceled,2015-05-11,150
84,85,86,kellygina,Joseph Hayden PhD,joseph.hayden.phd@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Check-Out,2015-07-14,190
85,86,87,tammycarroll,Crystal Williams,crystal.williams@example.com,Italy,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Canceled,2015-06-23,190
87,88,89,hansonalicia,Laura Chan,laura.chan@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Bed & Breakfast,Check-Out,2015-07-14,150
88,89,90,casey32,Nancy Nguyen,nancy.nguyen@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Check-Out,2015-07-14,190
89,90,91,jaywalker,Crystal Olson,crystal.olson@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Check-Out,2015-07-14,190
91,92,93,thomasadkins,Patricia Holmes,patricia.holmes@example.com,Italy,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Canceled,2015-06-23,190
92,93,94,cohenkyle,Tyler Smith,tyler.smith@example.com,Italy,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Canceled,2015-06-23,190
93,94,95,christopherfarrell,Joseph Sanchez,joseph.sanchez@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Check-Out,2015-07-14,190
94,95,96,angelahampton,Kaitlyn Stein,kaitlyn.stein@example.com,Italy,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Canceled,2015-06-23,190
96,97,98,moorederrick,Amy Brown,amy.brown@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Check-Out,2015-07-14,190
97,98,99,stevenjackson,James Johnson,james.johnson@example.com,Italy,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Canceled,2015-06-23,190
98,99,100,marymorgan,Alexis Miller,alexis.miller@example.com,Italy,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Canceled,2015-06-23,190
99,100,101,josephwatson,Victoria Marshall,victoria.marshall@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Check-Out,2015-07-14,190
100,101,102,hollymoreno,Stephen Baker,stephen.baker@example.com,Italy,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Canceled,2015-06-23,190
101,102,103,flowerskyle,Richard Brooks,richard.brooks@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Bed & Breakfast,Check-Out,2015-07-14,150
103,104,105,josephglover,Omar Snyder,omar.snyder@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Bed & Breakfast,Check-Out,2015-07-14,150
104,105,106,jacksoncarl,Jonathan Gregory,jonathan.gregory@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Check-Out,2015-07-14,190
105,106,107,georgehoward,Donald Lee,donald.lee@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Check-Out,2015-07-14,190
106,107,108,cathy18,Ronald Anderson,ronald.anderson@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Check-Out,2015-07-14,190
107,108,109,taylormichael,Kirk Summers,kirk.summers@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Check-Out,2015-07-14,190
108,109,110,ashley57,Andrea Riggs,andrea.riggs@example.com,Italy,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Canceled,2015-06-23,190
109,110,111,shannon74,Mark Little,mark.little@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Bed & Breakfast,Canceled,2015-05-11,150
110,111,112,cindy24,Francisco Villanueva,francisco.villanueva@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Check-Out,2015-07-14,190
111,112,113,paulrivera,Jesse Barron,jesse.barron@example.com,Italy,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Canceled,2015-06-23,190
113,114,115,jonesstephanie,Stephen Mccarthy,stephen.mccarthy@example.com,Portugal,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Check-Out,2015-07-14,190
114,115,116,griffingina,Jeffrey Lopez,jeffrey.lopez@example.com,Italy,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Canceled,2015-06-23,190
115,116,117,amanda78,Anna Morrison,anna.morrison@example.com,Italy,2,0,2,Standard Room,2015-07-11,2015-07-18,Half Board,Canceled,2015-06-23,190
116,117,118,brian99,Amanda Todd,amanda.todd@example.com,Portugal,2,0,2,Standard Room,2015-07-12,2015-07-19,Bed & Breakfast,Canceled,2015-07-02,150
117,118,119,scottglenn,Cory Robinson,cory.robinson@example.com,Portugal,2,0,2,Standard Room,2015-07-12,2015-07-19,Bed & Breakfast,Canceled,2015-06-15,150
118,119,120,rodriguezandrew,Amber Martinez,amber.martinez@example.com,Portugal,2,0,2,Standard Room,2015-07-13,2015-07-20,Bed & Breakfast,Check-Out,2015-07-14,150
119,120,121,reginaldweber,Andrea Henderson,andrea.henderson@example.com,Portugal,2,0,2,Standard Room,2015-07-13,2015-07-20,Bed & Breakfast,No-Show,2015-07-13,150
120,121,122,bailey96,James Smith,james.smith@example.com,Portugal,2,0,2,Standard Room,2015-07-13,2015-07-20,Bed & Breakfast,Canceled,2015-06-17,150
121,122,123,vgarcia,Samuel Smith,samuel.smith@example.com,Portugal,2,0,2,Standard Room,2015-07-13,2015-07-20,Bed & Breakfast,No-Show,2015-07-13,150
122,123,124,lori45,James Mendoza,james.mendoza@example.com,Portugal,2,0,2,Standard Room,2015-07-13,2015-07-20,Bed & Breakfast,No-Show,2015-07-13,150
124,125,126,acisneros,Daniel Anderson,daniel.anderson@example.com,Portugal,2,0,2,Standard Room,2015-07-13,2015-07-20,Bed & Breakfast,Canceled,2015-06-17,150
125,126,127,taylor31,Anna Meadows,anna.meadows@example.com,Portugal,2,0,2,Standard Room,2015-07-13,2015-07-20,Bed & Breakfast,No-Show,2015-07-13,150
126,127,128,jenniferhendricks,Evan Jacobson,evan.jacobson@example.com,Portugal,2,0,2,Standard Room,2015-07-13,2015-07-20,Bed & Breakfast,Canceled,2015-06-30,150
128,129,130,morrisnancy,Hannah Bell,hannah.bell@example.com,Portugal,2,0,2,Standard Room,2015-07-13,2015-07-20,Bed & Breakfast,No-Show,2015-07-13,150
129,130,131,sawyerjim,Dr. Danielle Anderson,dr..danielle.anderson@example.com,Portugal,2,0,2,Standard Room,2015-07-13,2015-07-20,Bed & Breakfast,Canceled,2015-06-29,150
130,131,132,pattersonmatthew,Mary Key,mary.key@example.com,Portugal,2,0,2,Standard Room,2015-07-13,2015-07-20,Bed & Breakfast,Canceled,2015-03-13,150
131,132,133,vaughnfrancisco,Austin Thompson,austin.thompson@example.com,Portugal,2,0,2,Standard Room,2015-07-14,2015-07-21,Bed & Breakfast,Canceled,2015-06-30,150
132,133,134,jamie42,Aaron Carroll,aaron.carroll@example.com,Portugal,2,0,2,Standard Room,2015-07-14,2015-07-21,Bed & Breakfast,Canceled,2015-07-03,150
133,134,135,cory63,Benjamin Smith,benjamin.smith@example.com,Portugal,2,0,2,Standard Room,2015-07-14,2015-07-21,Bed & Breakfast,Canceled,2015-07-07,150
134,135,136,nknight,Travis Smith,travis.smith@example.com,Portugal,2,0,2,Standard Room,2015-07-15,2015-07-22,No Meal,Canceled,2015-07-15,100
135,136,137,lauriehawkins,Jennifer Kennedy,jennifer.kennedy@example.com,Portugal,2,0,2,Standard Room,2015-07-15,2015-07-22,Bed & Breakfast,Canceled,2015-06-30,150
136,137,138,christopherrodriguez,John Holloway,john.holloway@example.com,Portugal,2,0,2,Deluxe Room,2015-07-15,2015-07-22,Bed & Breakfast,No-Show,2015-07-15,200
137,138,139,mayorobert,Jill Estrada,jill.estrada@example.com,Portugal,2,0,2,Deluxe Room,2015-07-15,2015-07-22,Bed & Breakfast,Canceled,2015-05-08,200
138,139,140,emmajohnson,Bryan Hernandez,bryan.hernandez@example.com,Portugal,2,0,2,Standard Room,2015-07-15,2015-07-22,Bed & Breakfast,Canceled,2015-06-20,150
139,140,141,ogeorge,Sara Anderson,sara.anderson@example.com,Portugal,2,0,2,Executive Room,2015-07-15,2015-07-22,No Meal,Check-Out,2015-07-22,200
142,143,144,narnold,Barbara Harris,barbara.harris@example.com,Portugal,2,0,2,Standard Room,2015-07-16,2015-07-23,Bed & Breakfast,Canceled,2015-05-07,150
143,144,145,diana22,Jeffery Contreras,jeffery.contreras@example.com,Portugal,2,0,2,Standard Room,2015-07-16,2015-07-23,Bed & Breakfast,Canceled,2015-05-07,150
144,145,146,martinezanna,Tamara Smith,tamara.smith@example.com,Portugal,2,0,2,Standard Room,2015-07-16,2015-07-23,Bed & Breakfast,Canceled,2015-04-29,150
145,146,147,schmidtlaura,Allison Price,allison.price@example.com,Portugal,2,0,2,Standard Room,2015-07-16,2015-07-23,Bed & Breakfast,No-Show,2015-07-16,150
146,147,148,chungcharles,Cameron Tucker,cameron.tucker@example.com,Portugal,2,0,2,Standard Room,2015-07-16,2015-07-23,Bed & Breakfast,Canceled,2015-06-17,150
147,148,149,jenniferyoung,Mitchell Michael,mitchell.michael@example.com,Portugal,2,0,2,Standard Room,2015-07-16,2015-07-23,Bed & Breakfast,Canceled,2015-07-16,150
152,153,154,tracytodd,Ruben Mcdonald,ruben.mcdonald@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-20,150
153,154,155,denise08,Jimmy Brown,jimmy.brown@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-20,150
154,155,156,melissadean,Jennifer Barrera,jennifer.barrera@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-20,150
155,156,157,knicholson,Antonio Ochoa,antonio.ochoa@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-20,150
156,157,158,hperez,Mary Meyer,mary.meyer@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-20,150
157,158,159,maldonadojoe,Brooke Baker,brooke.baker@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-20,150
158,159,160,gerald91,Dr. Katrina Wallace,dr..katrina.wallace@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-20,150
160,161,162,rodriguezbrandon,Kathryn Robinson,kathryn.robinson@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-20,150
161,162,163,rhonda83,Gregory Lewis,gregory.lewis@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-20,150
163,164,165,nmarquez,Justin Miller,justin.miller@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-20,150
164,165,166,petersonroberta,Alexandra White,alexandra.white@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-20,150
165,166,167,krystalbrown,Susan Santos,susan.santos@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-20,150
168,169,170,palmerlori,Spencer Boone,spencer.boone@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-20,150
170,171,172,judy90,Michelle Little,michelle.little@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
172,173,174,xpeters,Gary Campos,gary.campos@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
173,174,175,bautistajames,Maureen Zamora,maureen.zamora@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Check-Out,2015-07-21,190
174,175,176,katherinejacobson,Tara Reid,tara.reid@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
175,176,177,mcgeejason,Kenneth Olsen,kenneth.olsen@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
176,177,178,jamesrivers,Timothy Stevens,timothy.stevens@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
177,178,179,sara24,Emily Duncan,emily.duncan@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
178,179,180,doris49,Samuel Chaney,samuel.chaney@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
179,180,181,amandathompson,Carl Scott,carl.scott@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Check-Out,2015-07-21,190
180,181,182,stewartadam,Gerald Smith,gerald.smith@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Check-Out,2015-07-21,190
181,182,183,lawrenceortiz,Nicholas Coleman,nicholas.coleman@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
182,183,184,brownzachary,Christina Wilson,christina.wilson@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
183,184,185,richardlewis,Andrea Hart,andrea.hart@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Check-Out,2015-07-21,190
184,185,186,debra29,Jack Ortiz,jack.ortiz@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
185,186,187,singhcynthia,Bobby Stephens,bobby.stephens@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
186,187,188,tracilee,Logan Love,logan.love@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
187,188,189,ywilliams,Frank Singh,frank.singh@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
188,189,190,leeangela,Michael Wu,michael.wu@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
189,190,191,phillipsmelvin,Jeremy Alexander,jeremy.alexander@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
191,192,193,leenicole,John Mcdonald,john.mcdonald@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
192,193,194,anthony73,Steven Jones,steven.jones@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
193,194,195,randall71,Ruben Snow,ruben.snow@example.com,Italy,2,0,2,Standard Room,2015-07-18,2015-07-25,Half Board,Canceled,2015-07-16,190
194,195,196,melanierivera,Joseph Jensen,joseph.jensen@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-22,150
195,196,197,kglass,Richard Johnson,richard.johnson@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-22,150
197,198,199,weberpeter,Teresa Mccoy,teresa.mccoy@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Canceled,2015-07-18,150
198,199,200,xgutierrez,Mike Miller,mike.miller@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Canceled,2015-07-18,150
199,200,201,beardthomas,Robin Pierce,robin.pierce@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Canceled,2015-07-18,150
201,202,203,tommywilliams,Joseph Walters DVM,joseph.walters.dvm@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Canceled,2015-07-18,150
202,203,204,james05,William Reilly,william.reilly@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Canceled,2015-07-18,150
204,205,206,jamesperry,Dale Olsen,dale.olsen@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Canceled,2015-07-18,150
205,206,207,matthew16,Kristina Grant,kristina.grant@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Canceled,2015-07-18,150
206,207,208,wilsonrobert,Jimmy Ramirez,jimmy.ramirez@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-22,150
207,208,209,pbrown,Christopher Garcia,christopher.garcia@example.com,Portugal,2,0,2,Standard Room,2015-07-18,2015-07-25,Bed & Breakfast,Check-Out,2015-07-22,150
